card_name,info_type,image_src,image_data_file_width,image_width,language_Rōmaji,image_height,info_number,info_lore,info_password,language_Japanese,image_data_file_height,info_atk_def,info_rarity,image_alt,language_Translated,info_card_type
Rhaimundos of the,Warrior,https://ms.yugipedia.com//0/08/RhaimundosoftheRedSword-DM1-JP-VG.png,160,160,Akakiken no Raimundosu,144,151,"Armed with the Sword of Crimson Flames, this warrior can bind a monster with fiery restraints. あかき ほのおのけんを もったせんし ほのおのそくばくで うごきをふうじる",,あかきけんのライムンドス,144,1200 / 1300,D,RhaimundosoftheRedSword-DM1-JP-VG.png,Rhaimundos of the Red Sword,
The Melting Red Sh,Aqua,https://ms.yugipedia.com//1/11/TheMeltingRedShadow-DM1-JP-VG.png,160,160,Torokeru Akakikage,144,152,"A creature that melts into the earth then melds with an opponent's shadow, and attacks from below. からだをとかして あしもとのかげにもぐり てきのましたからこうげきする",,とろけるあかきかげ,144,500 / 700,A,TheMeltingRedShadow-DM1-JP-VG.png,The Melting Red Shadow,
Dokuroizo the Grim,Zombie,https://ms.yugipedia.com//8/8c/DokuroizotheGrimReaper-DM1-JP-VG.png,160,160,Shinigami no Dokuroizo,144,153,A grim reaper that steals souls with hellish slashes. じごくのいちげきで たましいを うばおうとする しにがみ,,しにがみのドクロイゾ,144,900 / 1200,C,DokuroizotheGrimReaper-DM1-JP-VG.png,Dokuroizo the Grim Reaper,
Fire Reaper,Zombie,https://ms.yugipedia.com//8/84/FireReaper-DM1-JP-VG.png,160,160,Faiyā Debiru,144,154,A grim reaper with flaming arrows that burn an enemies to a crisp. ほのおのやをてにするしにがみ そのやにあたると ひだるまになるぞ,,ファイヤー・デビル,144,700 / 500,C,FireReaper-DM1-JP-VG.png,Fire Devil,
Larvas,Beast,https://ms.yugipedia.com//b/bc/Larvas-DM1-JP-VG.png,160,160,Rābasu,144,155,"A fast-moving, bird-like creature that strangles opposing monsters with its long, thin arms. すばやくうごくとりのばけもの ほそく ながいうでをからませ しめあげる",,ラーバス,144,800 / 1000,D,Larvas-DM1-JP-VG.png,,
Hard Armor,Warrior,https://ms.yugipedia.com//8/82/HardArmor-DM1-JP-VG.png,160,160,Hādo-Āmā,144,156,A living suit of armor that attacks enemies with a bone-jarring tackle. こころのあるよろい かたいからだで ソルジャータックルをしかけてくる,,ハードアーマー,144,300 / 1200,B,HardArmor-DM1-JP-VG.png,,
Firegrass,Plant,https://ms.yugipedia.com//8/82/Firegrass-DM1-JP-VG.png,160,160,Kaensō,144,157,A fire-breathing plant found growing near volcanoes. かざんのちかくに せいそくするくさ はなからかえんをふき こうげきする,,かえんそう,144,700 / 600,B,Firegrass-DM1-JP-VG.png,,
Man Eater,Plant,https://ms.yugipedia.com//e/e0/ManEater-DM1-JP-VG.png,160,160,Man Ītā,144,158,Man-eating plant with poison feelers for attacking enemies. ひとくいじんめんか どくのある しょくしゅで こうげきしてくる,,マンイーター,144,800 / 600,D,ManEater-DM1-JP-VG.png,,
Dig Beak,Beast,https://ms.yugipedia.com//9/94/DigBeak-DM1-JP-VG.png,160,160,Diggu Bīku,144,159,"This beast coils like a snake, and strikes quickly with its snapping beak. へびのように ながいからだをまるめ かいてんしながら くちばしでこうげき",,ディッグ・ビーク,144,500 / 800,C,DigBeak-DM1-JP-VG.png,,
M-warrior #1,Warrior,https://ms.yugipedia.com//0/06/MWarrior1-DM1-JP-VG.png,160,160,Magunettsu Ichigō,144,160,"Specializing in combination attacks, this warrior uses magnetism to block an enemy's escape. コンビプレーがとくいなせんし つよいじりょくをはっし だれもにげられない",,マグネッツ１ごう,144,1000 / 500,C,MWarrior1-DM1-JP-VG.png,Magnets #1,
M-warrior #2,Warrior,https://ms.yugipedia.com//e/ef/MWarrior2-DM1-JP-VG.png,160,160,Magunettsu Nigō,144,161,"Specializing in combination attacks, this warrior is equipped with a tough, magnetically coated armor. コンビプレーがとくいなせんし でんじコーティングされたよろいはがんじょう",,マグネッツ２ごう,144,500 / 1000,C,MWarrior2-DM1-JP-VG.png,Magnets #2,
Tainted Wisdom,Fiend,https://ms.yugipedia.com//5/50/TaintedWisdom-DM1-JP-VG.png,160,160,Akuma no Chie,144,162,A parasite brain that preys on the knowledge and intelligence of its opponents. しょくしゅをつきさし のうさいぼうを みずからのものとする あくののうみそ,,あくまのちえ,144,1250 / 800,C,TaintedWisdom-DM1-JP-VG.png,Demon's Wisdom,
Lisark,Beast,https://ms.yugipedia.com//f/fa/Lisark-DM1-JP-VG.png,160,160,Safaiya Risāku,144,163,A creature with sapphire eyes that mesmerizes and confuses enemies. サファイヤのめをもつけもの げんえいをみせ こんらんしたところをこうげき,,サファイヤ・リサーク,144,1300 / 1300,C,Lisark-DM1-JP-VG.png,Sapphire Lisark,
Lord of Zemia,Fiend,https://ms.yugipedia.com//1/19/LordofZemia-DM1-JP-VG.png,160,160,Zemia no Kami,144,164,A wicked entity that manipulates enemies towards a path of destruction. あいてをだまして はめつのみちへと いざなうことをとくいとするじゃしん,,ゼミアのかみ,144,1300 / 1000,C,LordofZemia-DM1-JP-VG.png,God of Zemia,
The Judgement Hand,Warrior,https://ms.yugipedia.com//d/d8/TheJudgementHand-DM1-JP-VG.png,160,160,Jajimento Za Hando,144,165,The hand of final judgement is capable of intense attacks against the enemy. かみがやどったてで さいごのしんぱんをくだし はげしいこうげきをくわえる,,ジャジメント・ザ・ハンド,144,1400 / 700,C,TheJudgementHand-DM1-JP-VG.png,Judgment the Hand,
Mysterious Puppete,Warrior,https://ms.yugipedia.com//0/00/MysteriousPuppeteer-DM1-JP-VG.png,160,160,Nazo no Kugutsushi,144,166,A puppet master that manipulates enemies during battle. あいてを おもいどおりに あやつる にんぎょうつかい,,なぞのくぐつし,144,1000 / 1500,C,MysteriousPuppeteer-DM1-JP-VG.png,Mysterious Puppeteer,
Ancient Jar,Rock,https://ms.yugipedia.com//6/65/AncientJar-DM1-JP-VG.png,160,160,Taiko no Tsubo,144,167,A very fragile ancient jar. Something appears to lurk within. とてもこわれやすい おおむかしのつぼ なかに なにかが ひそんでいるらしい,,たいこのつぼ,144,400 / 200,A,AncientJar-DM1-JP-VG.png,,
Darkfire Dragon,Dragon,https://ms.yugipedia.com//9/94/DarkfireDragon-DM1-JP-VG.png,160,160,Ankoku Kaenryū,144,168,Intense flames of the dark world obliterates everything instantly. まかいの しゃくねつの ほのおは あらゆるものを いっしゅんでけしさる,,あんこくかえんりゅう,144,1500 / 1250,D,DarkfireDragon-DM1-JP-VG.png,Dark Blaze Dragon,
Dark King of the A,Fiend,https://ms.yugipedia.com//b/b2/DarkKingoftheAbyss-DM1-JP-VG.png,160,160,Shin'en no Meiō,144,169,It's said that this King of the Netherworld once had the power to rule over the dark. めいかいのおう かつて やみをすべて しはいするほどのちからがあったという,,しんえんのめいおう,144,1200 / 800,C,DarkKingoftheAbyss-DM1-JP-VG.png,Dark King of the Abyss,
Spirit of the Harp,Fairy,https://ms.yugipedia.com//1/10/SpiritoftheHarp-DM1-JP-VG.png,160,160,Hāpu no Sei,144,170,A spirit that soothes the soul with the music of its heavenly harp. てんかいで ハープをかなでるせいれい そのねいろはまわりのこころをなごます,,ハープのせい,144,800 / 2000,C,SpiritoftheHarp-DM1-JP-VG.png,,
Big Eye,Fiend,https://ms.yugipedia.com//c/c5/BigEye-DM1-JP-VG.png,160,160,Daiō Medama,144,171,This creature is covered with hypnotic eyes for mesmerizing its enemies. ぜんしん めだまだらけの ばけもの たくさんのめでさいみんじゅつをかける,,だいおうめだま,144,1200 / 1000,C,BigEye-DM1-JP-VG.png,Big King Eyeball,
Armaill,Warrior,https://ms.yugipedia.com//d/d6/Armaill-DM1-JP-VG.png,160,160,Āmeiru,144,172,A strange warrior who manipulates three deadly blades with both hands and his tail. つるぎじょうのおをもつかわったせんし りょうてとおで 3れんこうげきをする,,アーメイル,144,700 / 1300,C,Armaill-DM1-JP-VG.png,,
Dark Prisoner,Fiend,https://ms.yugipedia.com//e/eb/DarkPrisoner-DM1-JP-VG.png,160,160,Dāku Purizunā,144,173,This monster bends light to hide its image from the eyes of opponents. ひかりのはんしゃを たくみにあやつり じぶんのすがたを かくすことができる,,ダーク・プリズナー,144,600 / 1000,C,DarkPrisoner-DM1-JP-VG.png,,
Hurricail,Spellcaster,https://ms.yugipedia.com//d/d4/Hurricail-DM1-JP-VG.png,160,160,Harikeru,144,174,A possessed tornado that rages out of control in wastelands. It tears at its foes with razor-sharp winds. こうやで あれくるうたつまき かぜのやいばで あいてをきりきざむ,,ハリケル,144,900 / 200,C,Hurricail-DM1-JP-VG.png,,
Ancient Brain,Fiend,https://ms.yugipedia.com//1/19/AncientBrain-DM1-JP-VG.png,160,160,Matenrō,144,175,A fallen angel that has been banished from the heavens. It is highly skilled at the use of dark powers for lighting. てんかいから ついほうされただてんし やみでのたたかいに すぐれている,,まてんろう,144,1000 / 700,B,AncientBrain-DM1-JP-VG.png,Demonic Sky Elder,
Fire Eye,Pyro,https://ms.yugipedia.com//6/66/FireEye-DM1-JP-VG.png,160,160,Faiyā Ai,144,176,An eye engulfed in flames that flaps its wings to create hot blasts of air. ほのおにつつまれためだま はねをはばたかせ ほのおのかぜをおこす,,ファイヤー・アイ,144,800 / 600,C,FireEye-DM1-JP-VG.png,,
Monsturtle,Aqua,https://ms.yugipedia.com//7/76/Monsturtle-DM1-JP-VG.png,160,160,Monsutātoru,144,177,"Protected by a spiked shell, this turtle has a very nasty disposition. とげのついた こうらをみにつけたカメ とてもきょうぼうで ひとになつかない",,モンスタートル,144,800 / 1000,B,Monsturtle-DM1-JP-VG.png,,
Claw Reacher,Fiend,https://ms.yugipedia.com//2/2f/ClawReacher-DM1-JP-VG.png,160,160,Kirā Za Kurō,144,178,Can freely extend its arms to skewer its foe with its sharp claws. うでをじゆうにのばし するどいつめで あいてをくしざしにすることができる,,キラー・ザ・クロー,144,1000 / 800,B,ClawReacher-DM1-JP-VG.png,Killer the Claw,
Phantom Dewan,Spellcaster,https://ms.yugipedia.com//7/77/PhantomDewan-DM1-JP-VG.png,160,160,Satāna,144,179,A sorcerer that can paralyze an enemy with a single curse. てきをのろい うごきをとめることが できるまほうつかい,,サターナ,144,700 / 600,C,PhantomDewan-DM1-JP-VG.png,Saturner,
Arlownay,Plant,https://ms.yugipedia.com//1/12/Arlownay-DM1-JP-VG.png,160,160,Aruraune,144,180,A female being that lurks in a flower to cast toxic dust. She is very dangerous and must not be approached. はなのなかのじょせいが どくかふんをまきちらす ちかづいてはいけない,,アルラウネ,144,800 / 1000,B,Arlownay-DM1-JP-VG.png,Alraune,
Dark Shade,Fiend,https://ms.yugipedia.com//0/01/DarkShade-DM1-JP-VG.png,160,160,Dāku Sheido,144,181,It emits a powerful ray from a crystal to attack. クリスタルから きょうれつなひかりをはっして こうげきする,,ダーク・シェイド,144,1000 / 1000,B,DarkShade-DM1-JP-VG.png,,
Masked Clown,Warrior,https://ms.yugipedia.com//e/ec/MaskedClown-DM1-JP-VG.png,160,160,Kamendōke,144,182,This warrior's fatal dance is performed with a lethal sickle. しのおどりをおどりながら てにするかまで てきをきりきざむせんし,,かめんどうけ,144,500 / 700,B,MaskedClown-DM1-JP-VG.png,,
Lucky Trinket,Spellcaster,https://ms.yugipedia.com//f/f7/LuckyTrinket-DM1-JP-VG.png,160,160,Hōrī Pawā,144,183,"This creature may look slim and weak, but it is protected by a sacred force. ひょろひょろとしているが せいなるちからに まもられている",,ホーリー・パワー,144,600 / 800,C,LuckyTrinket-DM1-JP-VG.png,Holy Power,
Genin,Spellcaster,https://ms.yugipedia.com//0/0c/Genin-DM1-JP-VG.png,160,160,Jagurā,144,184,A creature that defeats its enemies using sleight-of-hand. てじなのようなまほうで てきをたおす ハトをだしてこうげきもする,,ジャグラー,144,600 / 900,C,Genin-DM1-JP-VG.png,Juggler,
Eyearmor,Warrior,https://ms.yugipedia.com//9/97/Eyearmor-DM1-JP-VG.png,160,160,Kopikkusu,144,185,This warrior transforms into various creatures to confuse enemies in battle. いろんなやつにへんしんして あいてを だましながらたたかうせんし,,コピックス,144,600 / 500,A,Eyearmor-DM1-JP-VG.png,Copix,
Fiend Reflection#2,Winged Beast,https://ms.yugipedia.com//6/68/FiendReflection2-DM1-JP-VG.png,160,160,Mirāju,144,186,A bird-beast that summons reinforcements with a hand mirror. てにするかがみから なかまをよびだす ことのできる とりのけもの,,ミラージュ,144,1100 / 1400,D,FiendReflection2-DM1-JP-VG.png,Mirage,
Gate Deeg,Beast,https://ms.yugipedia.com//6/66/GateDeeg-DM1-JP-VG.png,160,160,Herugēto Dīgu,144,187,This weird monster has a portal in its belly that brings reinforcements from the farthest reaches of the netherworld. おなかにじごくへつうじるとびらがあり しょうかんもできるぶきみなモンスター,,ヘルゲート・ディーグ,144,700 / 800,A,GateDeeg-DM1-JP-VG.png,Hell Gate Deeg,
Synchar,Beast,https://ms.yugipedia.com//9/92/Synchar-DM1-JP-VG.png,160,160,Farankusu,144,188,This two-headed creature spits laser blasts at its enemies. うえにもしたにもあたまがある きもちわるいやつ くちからはレーザーをはく,,ファランクス,144,800 / 900,A,Synchar-DM1-JP-VG.png,Phalanx,
Fusionist,Beast,https://ms.yugipedia.com//f/f2/Fusionist-DM1-JP-VG.png,160,160,Fyūjonisuto,144,189,A feline monster that has angelic wings and a long tail. てんしのようなはねと とてもながい しっぽをもっている ばけねこ,,フュージョニスト,144,900 / 700,D,Fusionist-DM1-JP-VG.png,,
Akakieisu,Spellcaster,https://ms.yugipedia.com//5/52/Akakieisu-DM1-JP-VG.png,160,160,Reddo Ēsu,144,190,A magician who places the curse of death. Anyone that listens to its spell chants grows faint. しののろいをかけてくる まほうつかい じゅもんをきくと きがとおくなる,,レッド・エース,144,1000 / 800,B,Akakieisu-DM1-JP-VG.png,Red Ace,
LaLa Li-oon,Thunder,https://ms.yugipedia.com//3/30/LaLaLioon-DM1-JP-VG.png,160,160,Rara Raiūn,144,191,"An electric cloud creature, its acid rain makes it very dangerous. でんきをおびた くもがたのモンスター なんでもとかすきけんなあめをふらせる",,ララ・ライウーン,144,600 / 600,C,LaLaLioon-DM1-JP-VG.png,,
Key Mace,Fairy,https://ms.yugipedia.com//6/6f/KeyMace-DM1-JP-VG.png,160,160,Kī Meisu,144,192,Enemies' hearts will melt at the sight of this small fairy's cuteness. とてもちいさなてんし かわいらしさにまけ だれでもこころをひらいてしまう,,キーメイス,144,400 / 300,A,KeyMace-DM1-JP-VG.png,,
Turtle Tiger,Aqua,https://ms.yugipedia.com//f/f1/TurtleTiger-DM1-JP-VG.png,160,160,Tātoru Taigā,144,193,A tiger encased in a protective shell that attacks with razor-sharp fangs. こうらをもったトラ かたいこうらで みをまもり するどいきばでこうげき,,タートル・タイガー,144,1000 / 1500,D,TurtleTiger-DM1-JP-VG.png,,
Terra the Terrible,Fiend,https://ms.yugipedia.com//5/5a/TerratheTerrible-DM1-JP-VG.png,160,160,Majin Tera,144,194,"A swamp-dwelling minion of the dark forces. While it is not as strong as it looks, don't treat it lightly. ぬまちにすむ あくまのてさき みためほど つよくないが ゆだんはきんもつ",,まじん テラ,144,1200 / 1300,D,TerratheTerrible-DM1-JP-VG.png,Terra the Djinn,
Doron,Warrior,https://ms.yugipedia.com//0/0e/Doron-DM1-JP-VG.png,160,160,Dorōn,144,195,This monster splits in two and attacks from opposite sides. ドロローンとぶんしんして はさみうちこうげきをしかけてくる ゆだんするな,,ドローン,144,900 / 500,C,Doron-DM1-JP-VG.png,Drone,
Arma Knight,Aqua,https://ms.yugipedia.com//9/90/ArmaKnight-DM1-JP-VG.png,160,160,Anmo Naito,144,196,An ammonite warrior that has protected the seas throughout history. おおむかしから うみをがいてきから まもっている アンモナイトのせんし,,アンモ・ナイト,144,1000 / 1200,D,ArmaKnight-DM1-JP-VG.png,Ammoknight,
Mech Mole Zombie,Zombie,https://ms.yugipedia.com//c/ca/MechMoleZombie-DM1-JP-VG.png,160,160,Zonbiranpu,144,197,This undead monster attacks by launching missile-like arms. うでをロケットのように とばして こうげきする アンデットモンスター,,ゾンビランプ,144,500 / 400,A,MechMoleZombie-DM1-JP-VG.png,Zombie Lump,
Happy Lover,Fairy,https://ms.yugipedia.com//5/5a/HappyLover-DM1-JP-VG.png,160,160,Happī Ravā,144,198,Enemies become overjoyed when struck by the Heart Ray emitted from the forehead of this tiny cherub. あたまからハートビームをだし てきをしあわせにする ちいさなてんし,,ハッピー・ラヴァー,144,800 / 500,C,HappyLover-DM1-JP-VG.png,,
Penguin Knight,Aqua,https://ms.yugipedia.com//9/97/PenguinKnight-DM1-JP-VG.png,160,160,Pengin Naito,144,199,A penguin-like creature that slides on its belly to deliver a blow with its outstretched sword. おおきなけんをもったペンギン はらで すべりながら てきにむかってとつげき,,ペンギン・ナイト,144,900 / 800,C,PenguinKnight-DM1-JP-VG.png,,
Petit Dragon,Dragon,https://ms.yugipedia.com//a/a2/PetitDragon-DM1-JP-VG.png,160,160,Puchi Ryū,144,200,A very small dragon known for its vicious attacks. とてもちいさなドラゴン ちいさなからだをいっぱいにつかいこうげきする,,プチリュウ,144,600 / 700,C,PetitDragon-DM1-JP-VG.png,,
Frenzied Panda,Beast,https://ms.yugipedia.com//e/e1/FrenziedPanda-DM1-JP-VG.png,160,160,Kirā Panda,144,201,A savage beast that carries a big bamboo stick for beating down its enemies. つねにふといたけをいっぽんもっており せいかくはひじょうにきょうぼうである,,キラーパンダ,144,1200 / 1000,D,FrenziedPanda-DM1-JP-VG.png,Killer Panda,
Air Marmot of Nefa,Beast,https://ms.yugipedia.com//f/f7/ArchfiendMarmotofNefariousness-DM1-JP-VG.png,160,160,Dēmon Bībā,144,202,A ferocious marmot that has the horn and wings of a fiend. It attacks by hurling acorns. あくまのつのと つばさをもつビーバー どんぐりをなげつけて こうげきする,,デーモン・ビーバー,144,400 / 600,A,ArchfiendMarmotofNefariousness-DM1-JP-VG.png,Daemon Beaver,
Phantom Ghost,Zombie,https://ms.yugipedia.com//3/37/PhantomGhost-DM1-JP-VG.png,160,160,Gōsuto,144,203,A ghost made by gathering spirits unable to pass on to the next world. このよの じょうぶつできない れいが あつまってできた おんりょう,,ゴースト,144,600 / 800,C,PhantomGhost-DM1-JP-VG.png,Ghost,
Mabarrel,Fiend,https://ms.yugipedia.com//5/5b/Mabarrel-DM1-JP-VG.png,160,160,Makyanon,144,204,This cannon-like demon fires eyeballs so fast they can't be seen. たいほうのようなあくま めにみえない はやさで めだまのたまをはっしゃする,,マキャノン,144,1700 / 1400,D,Mabarrel-DM1-JP-VG.png,Devil Cannon,
Dorover,Aqua,https://ms.yugipedia.com//b/ba/Dorover-DM1-JP-VG.png,160,160,Dorōba,144,205,A disgusting muddy monster. It attacks by spewing toxic gas. ドロドロした きもちわるいモンスター もうどくガスをはき こうげきする,,ドローバ,144,900 / 800,B,Dorover-DM1-JP-VG.png,,
Twin Long Rods#1,Aqua,https://ms.yugipedia.com//4/44/TwinLongRods1-DM1-JP-VG.png,160,160,Gurosu,144,206,"With whip-like arms, this creature can attack enemies from a distance. むちのようにながいうでで すこし はなれたところでも こうげきできる",,グロス,144,900 / 700,B,TwinLongRods1-DM1-JP-VG.png,Gross,
Droll Bird,Winged Beast,https://ms.yugipedia.com//c/cf/DrollBird-DM1-JP-VG.png,160,160,Supikku,144,207,This monster stuns its enemies with a massive beak and ear-piercing wails. くちばしがとてもおおきく おおごえでなき きのよわいあいてをおどろかせる,,スピック,144,600 / 500,B,DrollBird-DM1-JP-VG.png,Speak,
Petit Angel,Fairy,https://ms.yugipedia.com//f/fe/PetitAngel-DM1-JP-VG.png,160,160,Puchi Tenshi,144,208,A quick-moving and tinyfairythat's very difficult to hit. ちょこまかうごき こうげきがなかなか あたらない とてもちいさなてんし,,プチテンシ,144,600 / 900,C,PetitAngel-DM1-JP-VG.png,,
Winged Cleaver,Insect,https://ms.yugipedia.com//a/a2/WingedCleaver-DM1-JP-VG.png,160,160,Dāku Kirā,144,209,This creature attacks by swinging around its sickle-like arms. かまのように はったつしたうでを ふりまわし こうげきをしてくる,,ダークキラー,144,700 / 700,A,WingedCleaver-DM1-JP-VG.png,Dark Killer,
Hinotama Soul,Pyro,https://ms.yugipedia.com//7/7c/HinotamaSoul-DM1-JP-VG.png,160,160,Sutingu,144,210,An intensely hot flame creature that rams anything that stands in its way. ものすごくあつい ほのおのかたまり そのからだで たいあたりしてくる,,スティング,144,600 / 500,C,HinotamaSoul-DM1-JP-VG.png,Sting,
Kaminarikozou,Thunder,https://ms.yugipedia.com//4/43/ThunderKid-DM1-JP-VG.png,160,160,Sandā Kizzu,144,211,"This monster stores electricity within his body, and can unleash it with catastrophic power. かみなりを からだのなかに ちくでんさせている なかせたときはきけん",,サンダー・キッズ,144,700 / 600,C,ThunderKid-DM1-JP-VG.png,Thunder Kids,
Meotoko,Beast,https://ms.yugipedia.com//2/2c/Meotoko-DM1-JP-VG.png,160,160,Babiron,144,212,A huge monster that attacks by firing a beam from its single eye. ひとつめのきょだいなかいぶつ めだまからビームをはっしゃしてこうげきする,,バビロン,144,700 / 600,C,Meotoko-DM1-JP-VG.png,Babylon,
Aqua Madoor,Spellcaster,https://ms.yugipedia.com//5/50/AquaMadoor-DM1-JP-VG.png,160,160,Akua Madōru,144,213,A wizard of the waters that conjures a liquid wall to crush any enemies that oppose him. みずをあやつるまほうつかい ぶあつい みずのかべをつくり てきをおしつぶす,,アクア・マドール,144,1200 / 2000,D,AquaMadoor-DM1-JP-VG.png,,
B. Flame Kagemusha,Warrior,https://ms.yugipedia.com//9/9d/KagemushaoftheBlueFlame-DM1-JP-VG.png,160,160,Shien no Kagemusha,144,214,"Serving as a double for the Ruler of the Blue Flame, he's a master swordsman that wields a fine blade. シエンにつかえる かげむしゃ するどいきれあじの めいとうをもつ",,シエンのかげむしゃ,144,800 / 400,C,KagemushaoftheBlueFlame-DM1-JP-VG.png,Shien's Body Double,
Flame Ghost,Zombie,https://ms.yugipedia.com//8/86/FlameGhost-DM1-JP-VG.png,160,160,Fureimu Gōsuto,144,215,A ghost of someone who was burned to death. The flames enshrouding its body burn everything. からだをやかれ しんだもののぼうれい まわりのほのおは すべてをやきつくす,,フレイム・ゴースト,144,1000 / 800,B,FlameGhost-DM1-JP-VG.png,,
Dryad,Spellcaster,https://ms.yugipedia.com//9/95/Dryad-DM1-JP-VG.png,160,160,Doriādo,144,216,A spirit of the forest powered by the surrounding trees and wildlife. もりのせいれい くさきのちからを かりて あいてのうごきをふうじる,,ドリアード,144,1200 / 1400,D,Dryad-DM1-JP-VG.png,Doriado,
B. Skull Dragon,Dragon,https://ms.yugipedia.com//1/1b/BSkullDragon-DM1-JP-VG.png,160,160,Burakku Dēmonzu Doragon,144,217,A rare creature from thefusionofan uncommon beastanda vicious dragon. レアなあくまとドラゴンのゆうごうでうまれる ちょうレアなあくまりゅう,,ブラック・デーモンズ・ドラゴン,144,3200 / 2500,S,BSkullDragon-DM1-JP-VG.png,Black Daemon's Dragon,
Two-mouth Darkrule,Dinosaur,https://ms.yugipedia.com//8/8e/TwoMouthDarkruler-DM1-JP-VG.png,160,160,Tsūmausu Dākurūrā,144,218,"A dinosaur with two deadly jaws, it stores electricity in its horn and releases high voltage bolts from the mouth on its back. くちが２つあるきょうりゅう つのに ちくでんし せなかのくちからほうでん",,ツーマウス・ダークルーラー,144,900 / 700,D,TwoMouthDarkruler-DM1-JP-VG.png,Two-Mouth Darkruler,
Solitude,Beast-Warrior,https://ms.yugipedia.com//c/ca/Solitude-DM1-JP-VG.png,160,160,Sorityūdo,144,219,This beast-warrior swings a massive scythe that feeds on the souls of the slain. かはんしんがシカで たましいをすうという おおかまをもった けものせんし,,ソリテュード,144,1050 / 1000,C,Solitude-DM1-JP-VG.png,,
Masked Sorcerer,Spellcaster,https://ms.yugipedia.com//8/89/MaskedSorcerer-DM1-JP-VG.png,160,160,Kamen Madōshi,144,220,A mysterious wizard whose face remains forever hidden behind a strange mask. かめんをかぶり すがおをかくしている まどうし すがおをみたものはいない,,かめんまどうし,144,900 / 1400,C,MaskedSorcerer-DM1-JP-VG.png,,
Kumootoko,Insect,https://ms.yugipedia.com//5/5c/Kumootoko-DM1-JP-VG.png,160,160,Kumo Otoko,144,221,"A massive, intelligent spider that traps enemies with webbing. きょだいクモが ちえをつけたすがた いとをはき うごきをふうじこめる",,クモおとこ,144,700 / 1400,D,Kumootoko-DM1-JP-VG.png,Spider Man,
Midnight Fiend,Fiend,https://ms.yugipedia.com//4/4a/MidnightFiend-DM1-JP-VG.png,160,160,Middonaito Debiru,144,222,This monster only appears when a midnight tribute is made. しんやにあらわれる とりのばけもの よびだすにはいけにえがひつようという,,ミッドナイト・デビル,144,800 / 600,A,MidnightFiend-DM1-JP-VG.png,Midnight Devil,
Roaring Ocean Snak,Aqua,https://ms.yugipedia.com//e/eb/RoaringOceanSnake-DM1-JP-VG.png,160,160,Todoroki no Ōumihebi,144,223,A gigantic sea serpent that emergens in storms. It creates towering tidal waves that swallow everything あらしにあらわれる おおうみへび おおつなみをおこし すべてをのみこむ,,とどろきのおおうみへび,144,2100 / 1800,B,RoaringOceanSnake-DM1-JP-VG.png,Roaring Ocean Snake,
Trap Master,Warrior,https://ms.yugipedia.com//6/6e/TrapMaster-DM1-JP-VG.png,160,160,Torappu Masutā,144,224,A warrior that excels in laying traps such as bottomless pits. トラップをしかけるのがとくいなせんし そこなしのおとしあなが とくいわざ,,トラップ・マスター,144,500 / 1100,B,TrapMaster-DM1-JP-VG.png,,
Fiend Sword,Warrior,https://ms.yugipedia.com//5/54/FiendSword-DM1-JP-VG.png,160,160,Norowareshi Maken,144,225,Whoever resists the curse of this blade will gain untold power. みにつけ のろいに うちかつことが できたものは ちからをえられるという,,のろわれしまけん,144,1400 / 800,D,FiendSword-DM1-JP-VG.png,Cursed Demon Sword,
Skull Stalker,Warrior,https://ms.yugipedia.com//f/fa/SkullStalker-DM1-JP-VG.png,160,160,Desu Sutōkā,144,226,"Swift and vicious, this monster grabs its victim with its pincers and attack the captive with its poison stinger. すばやくうごき あいてを はさみでとらえ どくばりをさす サソリせんし",,デス・ストーカー,144,900 / 800,C,SkullStalker-DM1-JP-VG.png,Death Stalker,
Hitodenchak,Aqua,https://ms.yugipedia.com//2/23/Hitodenchak-DM1-JP-VG.png,160,160,Hitodenchaku,144,227,A rabid starfish that spits a lethal acid that can melt almost anything. おせんされたみずで きょうぼうかした ヒトデ　くちからようかいえきをはく,,ヒトデンチャク,144,600 / 700,A,Hitodenchak-DM1-JP-VG.png,Starfish Anemone,
Wood Remains,Zombie,https://ms.yugipedia.com//6/6e/WoodRemains-DM1-JP-VG.png,160,160,Mori no Shikabane,144,228,A living corpse of wood re-animated by the power of darkness. もりのぬしが たおれたあと あしきもののてにより よみがえったしかばね,,もりのしかばね,144,1000 / 900,C,WoodRemains-DM1-JP-VG.png,,
Hourglass of Life,Fairy,https://ms.yugipedia.com//0/0e/HourglassofLife-DM1-JP-VG.png,160,160,Inochi no Sunadokei,144,229,An angel who controls life. This creature grants power instead of shortening life. いのちをつかさどるてんし いのちをみじかくするかわり ちからをあたえる,,いのちのすなどけい,144,700 / 600,C,HourglassofLife-DM1-JP-VG.png,,
Rare Fish,Fish,https://ms.yugipedia.com//9/9a/RareFish-DM1-JP-VG.png,160,160,Rea Fisshu,144,230,An unusual and ferocious fish with the head of a beast. けもののあたまをもつ めずらしい さかな せいかくはとてもきょうぼう,,レア・フィッシュ,144,1500 / 1200,C,RareFish-DM1-JP-VG.png,,
